RaceId,DriverId,Lap,Stop,Time,Duration
Monaco Grand Prix,latifi,43,1,15:59:23,23.703
Monaco Grand Prix,alonso,45,1,16:01:34,23.803
Monaco Grand Prix,stroll,58,1,16:17:28,23.474
Monaco Grand Prix,tsunoda,64,1,16:26:09,24.430
Monaco Grand Prix,hamilton,67,2,16:28:48,24.244
Miami Grand Prix,tsunoda,11,1,15:51:11,18.870
Miami Grand Prix,kevin_magnussen,12,1,15:52:43,19.760
Miami Grand Prix,mick_schumacher,14,1,15:55:54,20.413
Miami Grand Prix,alonso,15,1,15:57:23,21.638
Miami Grand Prix,gasly,16,1,15:58:56,19.543
Miami Grand Prix,albon,16,1,15:59:11,20.059
Miami Grand Prix,norris,18,1,16:02:13,19.986
Miami Grand Prix,hamilton,22,1,16:08:23,18.820
Miami Grand Prix,leclerc,24,1,16:11:03,19.697
Miami Grand Prix,max_verstappen,26,1,16:14:04,18.798
Miami Grand Prix,bottas,26,1,16:14:35,19.614
Miami Grand Prix,sainz,27,1,16:15:51,22.063
Miami Grand Prix,perez,27,1,16:16:00,18.519
Miami Grand Prix,ricciardo,30,1,16:21:25,19.484
Miami Grand Prix,latifi,34,1,16:28:20,19.185
Miami Grand Prix,russell,40,1,16:36:53,19.035
Miami Grand Prix,stroll,40,1,16:37:28,19.074
Miami Grand Prix,gasly,40,2,16:37:43,19.007
Miami Grand Prix,perez,41,2,16:38:38,18.433
Miami Grand Prix,ocon,41,1,16:39:21,19.019
Miami Grand Prix,vettel,41,1,16:39:42,19.861
Miami Grand Prix,ricciardo,41,2,16:39:49,19.280
Miami Grand Prix,tsunoda,41,2,16:40:43,19.618
Miami Grand Prix,kevin_magnussen,42,2,16:41:34,20.673
Miami Grand Prix,mick_schumacher,54,2,17:03:43,32.381
